AD ID,Placement ID,Date,Campaign,Audience,Excluded Audience,Audience Type,Creative,Post Type,Gender,Optimization Event,Media Spend,Impressions,Clicks,Likes,Comments,Shares,Video Views,Video Views to 25%,Video Views to 50%,Video Views to 75%,Video Views to 95%,Video Views to 100%,CPM,CTR,CPC
1000308724,2000210476,2/1/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Save Now CTA,Video,F,Conversion,35.21,1868,24,2,1,1,486,237,116,79,57,49,18.85,0.013,1.47
1000495663,2000210500,2/1/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Save Now CTA,Video,F,Conversion,82,4959,62,4,3,1,1414,611,343,268,225,193,16.54,0.0125,1.32
1000678409,2000211332,2/1/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Save Now CTA,Video,F,Conversion,89.27,6288,57,6,3,2,1261,531,271,179,148,133,14.2,0.0091,1.57
1000472589,2000211434,2/1/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Video,F,Conversion,84.63,7382,56,7,3,2,1822,1049,592,472,371,325,11.46,0.0075,1.51
1000360638,2000211682,2/1/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Video,F,Conversion,25.78,2559,19,3,2,1,402,179,90,59,44,39,10.07,0.0075,1.36
1000128789,2000211782,2/1/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Video,F,Conversion,28.88,2698,21,3,1,1,575,279,160,116,102,96,10.7,0.0078,1.38
1000227174,2000211868,2/1/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Video,F,Conversion,24.42,2155,21,3,1,1,522,271,135,95,81,77,11.33,0.0096,1.16
1000187737,2000212892,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,F,Conversion,16.41,3337,22,3,2,1,877,503,249,155,109,103,4.92,0.0065,0.75
1000825180,2000212990,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,F,Conversion,17.89,3682,25,3,2,1,768,421,250,157,133,122,4.86,0.0068,0.72
1000728323,2000213382,2/1/2019,Evergreen,Interested In: High-End Retail,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,F,Conversion,14.59,1956,12,2,1,0,294,145,63,43,33,28,7.46,0.006,1.22
1000764942,2000213498,2/1/2019,Evergreen,Interested In: Competitors,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,F,Conversion,18.17,2360,10,2,1,1,701,298,178,117,102,87,7.7,0.0041,1.82
1000953469,2000214146,2/1/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Generic CTA,Photo,M/F,Conversion,15.73,881,15,1,0,0,,,,,,,17.86,0.0175,1.05
1000306681,2000214658,2/1/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Generic CTA,Photo,M/F,Conversion,32.65,2085,31,2,1,1,,,,,,,15.66,0.0148,1.05
1000776322,2000215436,2/1/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Generic CTA,Photo,M/F,Conversion,54.35,4073,48,3,2,1,,,,,,,13.34,0.0117,1.13
1000478161,2000215570,2/1/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Photo,M/F,Conversion,34.08,3031,29,3,2,1,,,,,,,11.24,0.0097,1.18
1000907654,2000215634,2/1/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Photo,M/F,Conversion,18.16,1804,16,2,1,0,,,,,,,10.07,0.0091,1.14
1000462667,2000215742,2/1/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Photo,M/F,Conversion,15.76,1551,14,2,1,0,,,,,,,10.16,0.0087,1.13
1000308155,2000215864,2/1/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Photo,M/F,Conversion,13.18,1348,17,1,1,0,,,,,,,9.78,0.0123,0.78
1000307361,2000216402,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,M/F,Conversion,8.48,1408,14,1,1,0,,,,,,,6.02,0.0098,0.61
1000346093,2000218318,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,M/F,Conversion,7.99,1500,12,2,1,0,,,,,,,5.33,0.008,0.67
1000536842,2000218494,2/1/2019,Evergreen,Interested In: High-End Retail,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,M/F,Conversion,10.08,1348,9,1,1,0,,,,,,,7.48,0.0068,1.12
1000663315,2000219012,2/1/2019,Evergreen,Interested In: Competitors,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,M/F,Conversion,7.61,907,4,1,1,0,,,,,,,8.39,0.004,1.9
1000560197,2000220206,2/1/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Save Now CTA,Photo,M/F,Conversion,14.5,714,12,1,0,0,,,,,,,20.32,0.0163,1.21
1000540070,2000220276,2/1/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Save Now CTA,Photo,M/F,Conversion,42.04,2912,40,3,2,1,,,,,,,14.44,0.0137,1.05
1000416448,2000221218,2/1/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Save Now CTA,Photo,M/F,Conversion,69.01,5717,70,6,2,2,,,,,,,12.07,0.0123,0.99
1000421574,2000221294,2/1/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Photo,M/F,Conversion,34.06,2827,28,3,1,1,,,,,,,12.05,0.0099,1.22
1000313683,2000221594,2/1/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Photo,M/F,Conversion,19.14,1846,20,2,1,1,,,,,,,10.37,0.0109,0.96
1000904544,2000221938,2/1/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Photo,M/F,Conversion,13.88,1316,13,1,1,0,,,,,,,10.55,0.0098,1.07
1000756154,2000222244,2/1/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Photo,M/F,Conversion,13.7,1374,18,1,1,0,,,,,,,9.97,0.0133,0.76
1000686768,2000222508,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,M/F,Conversion,8.53,1372,14,1,1,0,,,,,,,6.22,0.0103,0.61
1000291199,2000222606,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,M/F,Conversion,9.21,1764,16,2,1,0,,,,,,,5.22,0.0091,0.58
1000645821,2000222738,2/1/2019,Evergreen,Interested In: High-End Retail,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,M/F,Conversion,9.76,1604,13,2,1,0,,,,,,,6.08,0.0079,0.75
1000536887,2000222774,2/1/2019,Evergreen,Interested In: Competitors,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,M/F,Conversion,11.07,1359,8,2,1,0,,,,,,,8.15,0.0056,1.38
1000789719,2000223144,2/1/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Generic CTA,Video,M/F,Conversion,28.46,1723,19,2,1,1,458,215,113,78,63,54,16.51,0.0112,1.5
1000552707,2000223406,2/1/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Generic CTA,Video,M/F,Conversion,40.93,3127,30,3,2,1,599,241,142,107,89,76,13.09,0.0095,1.36
1000145028,2000223432,2/1/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Generic CTA,Video,M/F,Conversion,67.74,5284,46,5,3,2,976,405,240,174,129,111,12.82,0.0086,1.47
1000668455,2000224082,2/1/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Video,M/F,Conversion,35.41,3522,24,3,2,1,730,323,140,106,80,69,10.05,0.0068,1.48
1000361212,2000224100,2/1/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Video,M/F,Conversion,18.47,1819,13,2,1,0,467,235,98,75,62,53,10.15,0.0071,1.42
1000714154,2000224114,2/1/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Video,M/F,Conversion,19.09,1962,13,2,1,1,371,176,78,49,44,39,9.73,0.0066,1.47
1000253231,2000224402,2/1/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Video,M/F,Conversion,16.47,1771,15,1,1,1,526,293,129,86,61,56,9.3,0.0086,1.1
1000501330,2000224420,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Video,M/F,Conversion,14.47,2900,17,3,1,1,739,332,197,153,133,123,4.99,0.0058,0.85
1000521834,2000224466,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Video,M/F,Conversion,11.66,2362,15,2,1,1,700,385,191,116,94,84,4.94,0.0062,0.78
1000546617,2000224870,2/1/2019,Evergreen,Interested In: High-End Retail,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Video,M/F,Conversion,12.87,2034,11,2,1,1,512,292,140,107,77,66,6.33,0.0054,1.17
1000179253,2000225314,2/1/2019,Evergreen,Interested In: Competitors,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Video,M/F,Conversion,14.76,2432,9,3,1,1,674,292,146,110,97,86,6.07,0.0036,1.64
1000377783,2000225492,2/1/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Save Now CTA,Video,M/F,Conversion,37.04,2331,30,2,1,1,534,315,159,99,78,67,15.89,0.0129,1.23
1000766787,2000226106,2/1/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Save Now CTA,Video,M/F,Conversion,61.55,4097,43,5,2,1,878,466,263,204,172,155,15.02,0.0106,1.43
1000569079,2000226524,2/1/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Save Now CTA,Video,M/F,Conversion,76.99,7327,71,6,3,2,2069,877,393,250,217,188,10.51,0.0097,1.08
1000791531,2000226594,2/1/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Video,M/F,Conversion,65.59,6203,48,6,3,2,1576,898,482,378,295,278,10.57,0.0077,1.37
1000363713,2000226966,2/1/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Video,M/F,Conversion,24.45,2480,18,2,1,1,472,247,125,90,70,66,9.86,0.0072,1.36
1000795953,2000227134,2/1/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Video,M/F,Conversion,27.41,2804,20,3,2,1,661,280,115,81,66,62,9.77,0.007,1.37
1000530341,2000227184,2/1/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Video,M/F,Conversion,20,2250,22,2,1,1,442,196,80,55,44,39,8.89,0.0097,0.91
1000293023,2000227802,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,M/F,Conversion,16.71,3607,23,4,2,1,875,442,262,187,146,128,4.63,0.0065,0.73
1000957153,2000228014,2/1/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,M/F,Conversion,14.46,2412,19,3,1,1,704,420,249,170,144,123,5.99,0.0079,0.76
1000317149,2000228230,2/1/2019,Evergreen,Interested In: High-End Retail,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,M/F,Conversion,16.1,2771,15,3,2,1,813,413,175,134,115,98,5.81,0.0054,1.07
1000706102,2000228590,2/1/2019,Evergreen,Interested In: Competitors,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Video,M/F,Conversion,15.89,2332,10,3,1,1,663,389,191,126,94,82,6.81,0.0044,1.59
1000585513,2000229408,2/2/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Generic CTA,Photo,F,Conversion,27.65,1392,25,2,1,0,,,,,,,19.87,0.0178,1.11
1000589078,2000229536,2/2/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Generic CTA,Photo,F,Conversion,29.41,1670,24,2,1,1,,,,,,,17.61,0.0145,1.23
1000119595,2000229636,2/2/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Generic CTA,Photo,F,Conversion,57.09,3851,38,4,2,1,,,,,,,14.82,0.0099,1.5
1000989987,2000229664,2/2/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Photo,F,Conversion,40.28,3320,29,3,2,1,,,,,,,12.13,0.0088,1.39
1000774883,2000230622,2/2/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Photo,F,Conversion,19.14,1512,14,2,1,0,,,,,,,12.66,0.0095,1.37
1000294650,2000230684,2/2/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Photo,F,Conversion,18.27,1445,13,1,1,0,,,,,,,12.65,0.0087,1.41
1000461138,2000230978,2/2/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Photo,F,Conversion,14.64,1378,17,2,1,0,,,,,,,10.63,0.012,0.86
1000528928,2000231132,2/2/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,F,Conversion,9.66,1407,12,1,1,0,,,,,,,6.86,0.0083,0.81
1000249168,2000231532,2/2/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,F,Conversion,9.14,1714,15,2,1,1,,,,,,,5.33,0.009,0.61
1000790325,2000231852,2/2/2019,Evergreen,Interested In: High-End Retail,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,F,Conversion,10.13,1378,8,1,1,0,,,,,,,7.35,0.0061,1.27
1000422783,2000231864,2/2/2019,Evergreen,Interested In: Competitors,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Photo,F,Conversion,12.64,1398,8,1,1,0,,,,,,,9.04,0.0059,1.58
1000530076,2000232014,2/2/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Save Now CTA,Photo,F,Conversion,15.8,759,13,1,0,0,,,,,,,20.8,0.0176,1.22
1000923722,2000232040,2/2/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Save Now CTA,Photo,F,Conversion,53.58,3357,57,3,2,1,,,,,,,15.96,0.0169,0.94
1000405246,2000232566,2/2/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Save Now CTA,Photo,F,Conversion,86.32,5721,73,5,3,1,,,,,,,15.09,0.0127,1.18
1000521382,2000232856,2/2/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Photo,F,Conversion,62.04,4958,48,5,2,2,,,,,,,12.51,0.0097,1.29
1000544101,2000233508,2/2/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Save Now CTA,Photo,F,Conversion,19.91,1817,18,2,1,1,,,,,,,10.96,0.0098,1.11
1000943111,2000233848,2/2/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Photo,F,Conversion,17.35,1601,16,1,1,1,,,,,,,10.84,0.0102,1.08
1000645131,2000234092,2/2/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Save Now CTA,Photo,F,Conversion,17.39,1506,18,1,1,1,,,,,,,11.55,0.0122,0.97
1000158637,2000234328,2/2/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,F,Conversion,13.67,2051,18,2,1,1,,,,,,,6.67,0.0088,0.76
1000273597,2000234436,2/2/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,F,Conversion,9.51,1375,15,1,1,0,,,,,,,6.92,0.0109,0.63
1000281837,2000234472,2/2/2019,Evergreen,Interested In: High-End Retail,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,F,Conversion,10.72,1417,11,2,1,0,,,,,,,7.56,0.0075,0.97
1000793891,2000235560,2/2/2019,Evergreen,Interested In: Competitors,All Site Visitors,Facebook Interest,Brand Logo + Save Now CTA,Photo,F,Conversion,13.86,1563,9,1,1,0,,,,,,,8.87,0.006,1.54
1000527221,2000235604,2/2/2019,Evergreen,Shopping Cart Page,Purchases,Website Custom Audience,Brand Logo + Generic CTA,Video,F,Conversion,23.63,1267,14,1,1,0,356,184,103,68,50,44,18.65,0.0109,1.69
1000452840,2000236032,2/2/2019,Evergreen,Product Page,"Purchasers, Shopping Cart",Website Custom Audience,Brand Logo + Generic CTA,Video,F,Conversion,53.18,3220,36,3,2,1,805,473,252,200,151,138,16.51,0.0111,1.48
1000908743,2000236038,2/2/2019,Evergreen,Home Page,"Product Page, Shopping Cart, Purchasers",Website Custom Audience,Brand Logo + Generic CTA,Video,F,Conversion,96.26,7967,68,8,3,2,1957,926,514,363,254,216,12.08,0.0086,1.42
1000896193,2000236348,2/2/2019,Evergreen,Top Purchasers Lookalike 1%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Video,F,Conversion,80.3,7034,47,8,3,2,1462,864,408,305,266,235,11.42,0.0067,1.71
1000892181,2000237038,2/2/2019,Evergreen,Top Purchasers Lookalike 2%,All Site Visitors,Lookalike,Brand Logo + Generic CTA,Video,F,Conversion,27.45,2747,19,3,1,1,760,367,173,125,111,104,9.99,0.007,1.44
1000604556,2000237964,2/2/2019,Evergreen,Lapsed Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Video,F,Conversion,26.9,2722,17,3,2,1,751,390,188,136,109,99,9.88,0.0064,1.58
1000770106,2000238010,2/2/2019,Evergreen,Frequent In-Store Purchasers,All Site Visitors,Custom Audience,Brand Logo + Generic CTA,Video,F,Conversion,18.66,1799,14,1,1,1,502,301,171,105,92,79,10.37,0.0076,1.33
1000215137,2000238086,2/2/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Video,F,Conversion,15.33,2333,14,3,1,1,508,256,114,88,78,74,6.57,0.0059,1.1
1000330815,2000238424,2/2/2019,Evergreen,Interested In: Shopping and Fashion,All Site Visitors,Facebook Interest,Brand Logo + Generic CTA,Video,F,Conversion,14.83,2585,16,3,1,1,535,298,176,132,107,92,5.74,0.006,0.93
